"Timecode","Content","Content_zh"
"00:13:26,533 --> 00:13:31,333","Like, I mean, people have so many options now for entertainment.","就像，我的意思是，人們現在有這麼多娛樂選擇。"
"00:13:31,333 --> 00:13:37,166","It's going to be really hard to make sure that there's something really sticky about the game that makes them want to come back.","確保遊戲中有些真正吸引人的元素讓他們想要回來，這將會非常困難。"
"00:13:37,166 --> 00:13:39,766","I think a lot of that is atmosphere. For me.","我覺得其中很大一部分是氛圍。對我來說。"
"00:13:39,766 --> 00:13:43,899","Like, when I, you know, you feel haunted by a game sometimes.","就像，當我，你知道，你有時會被一款遊戲所困擾。"
"00:13:43,899 --> 00:13:47,933","Like you're just at your work or you're at school and you think about the music and you think about the world","就像你在工作或在學校時，你會想到音樂，想到那個世界"
"00:13:47,933 --> 00:13:51,233","and you're like, I really, that world feels so real that you want to go back there.","然後你會覺得，我真的覺得那個世界如此真實，你想回到那裡。"
"00:13:51,233 --> 00:13:53,299","That's the goal on it.","那就是它的目標。"
"00:13:53,299 --> 00:13:55,500","You know, that's the way you keep people playing an adventure game.","你知道的，這就是讓人們持續玩冒險遊戲的方式。"
"00:13:55,500 --> 00:13:58,533","Wolpaw: So anyway, did that help?","Wolpaw: 無論如何，那有幫助嗎？"
"00:13:58,540 --> 00:14:00,600","Is what I'm telling you helping at all?","我告訴你的有幫助嗎？"
"00:14:00,600 --> 00:14:02,600","Schafer: Don't try to improve adventure games because they're always bad.","Schafer: 不要試圖改進冒險遊戲，因為它們總是很糟。"
"00:14:02,600 --> 00:14:03,799","Just make an old bad one.","只是做一個老舊的壞的。"
"00:14:03,799 --> 00:14:05,100","Wolpaw: Yeah, make one of your old bad ones.","Wolpaw: 是的，做一個你們以前做的壞的那種。"
"00:14:05,100 --> 00:14:07,399","Schafer: Ok, good. Well, thank you Eric Wolpaw for coming.","Schafer: 好的，很好。嗯，謝謝 Eric Wolpaw 來。"
"00:14:07,399 --> 00:14:11,533","And spreading your special brand of love.","並傳播你獨特的愛。"
"00:14:11,533 --> 00:14:14,866","Wolpaw: Yeah, I mean, I'm just kidding.","Wolpaw: 是的，我是說，我只是在開玩笑。"
"00:14:14,866 --> 00:14:21,359","I really do think the adventure game you make will be about as good as the old ones you made.","我真的認為你們製作的冒險遊戲將會和你們以前做的那些一樣好。"
"00:14:21,360 --> 00:14:40,433","[music] Schafer: Oh, man. I love looking at this font. It just makes me so happy. It takes me back.","[音樂] Schafer: 喔，天啊。我喜歡看這種字體。它讓我感到非常開心。帶我回到過去。"
"00:14:41,566 --> 00:14:43,366","We should do one of these games.","我們應該做其中一款遊戲。"
"00:14:43,366 --> 00:14:46,166","Point-and-click adventures are awesome.","點擊冒險遊戲真是太棒了。"
"00:14:46,166 --> 00:14:51,566","Schafer: I repeat a lot, I kind of recap sometimes, like where I am so far, like what I have.","Schafer: 我經常重複，有時候我會回顧一下，像是到目前為止我在哪裡，有什麼。"
"00:14:51,566 --> 00:14:54,399","Activities in one story affect the other, customizing.","一個故事中的活動會影響另一個，進行自定義。"
"00:14:54,399 --> 00:14:59,033","This is a drawing that I hope will become the title for the box, cover of the box.","這是一幅我希望能成為盒子標題、封面的畫。"
"00:14:59,033 --> 00:15:02,700","Here's story boards about the same intro.","這裡是關於同一導入部分的故事板。"
"00:15:02,700 --> 00:15:09,000","I started writing some, no, I'm not going to read you those names yet.","我開始寫了一些，不，我還不會給你讀那些名字。"
"00:15:15,799 --> 00:15:20,133","And there's a certain point you just kind of instinctively know, ok, now I need to talk to somebody.","然後有一個點，你會本能地知道，好的，現在我需要和某人談談。"
"00:15:20,133 --> 00:15:25,966","Because you kind of feel like, ok, this is as far as I can go right now with what's in my head.","因為你會有一種感覺，好吧，這就是我目前能夠在腦海中進行的程度。"
"00:15:25,966 --> 00:15:28,399","Schafer: So I was thinking about this game.","Schafer: 所以我在想這款遊戲。"
"00:15:28,399 --> 00:15:30,799","And I had an idea.","然後我有了一個想法。"
"00:15:30,799 --> 00:15:32,966","Well, the first thing I did, well, forget about it now.","嗯，我做的第一件事，好吧，現在先不要管它。"
"00:15:32,966 --> 00:15:35,000","Let me start over, ok.","讓我重新開始，好嗎。"
"00:15:35,000 --> 00:15:37,000","Gilbert: Would you like to read your notes?","Gilbert: 你想讀讀你的筆記嗎？"
"00:15:37,000 --> 00:15:41,433","Schafer: And then you talk to somebody who you feel, ok, you're kind of taking a risk,","Schafer: 然後你和某個人談話，你覺得，好吧，你有點在冒險，"
"00:15:41,433 --> 00:15:46,866","because you're exposing all your ideas to somebody for the first time and they might laugh at you.","因為你第一次把所有想法展現給某個人，他們可能會笑你。"
"00:15:46,866 --> 00:15:55,933","Schafer: My idea for the story, the story idea for this game is about two stories, kind of happening side by side about a boy and a girl.","Schafer: 我這款遊戲的故事構想是關於兩個故事，類似於一個男孩和一個女孩的故事並行發生。"
"00:15:55,933 --> 00:15:59,533","And they're in totally different worlds and at different places.","而且他們處於完全不同的世界和不同的地方。"
"00:15:59,533 --> 00:16:02,433","Gilbert: Different realities or just different places they go?","Gilbert: 不同的現實還是他們只是去不同的地方？"
"00:16:02,433 --> 00:16:05,033","Schafer: Well, that's a good question. That's an interesting question.","Schafer: 嗯，那是一個好問題。那是一個有趣的問題。"
"00:16:05,033 --> 00:16:07,933","Gilbert: I'm jumping ahead. Schafer: We don't know.","Gilbert: 我有點超前了。Schafer: 我們還不知道。"
"00:16:07,933 --> 00:16:12,799","Schafer: Mostly I just get this relief that I told somebody about the game and they didn't tell me it was stupid.","Schafer: 大部分時候，我只是感到鬆一口氣，因為我告訴了某人這款遊戲的事，他們沒有說它很蠢。"
"00:16:12,799 --> 00:16:16,333","But maybe they'll get inspired and they'll say a whole bunch of other things.","但也許他們會受到啟發，並說出很多其他的想法。"
"00:16:16,333 --> 00:16:21,299","Then you can take back into the cave with you and like, ah, now I have a whole bunch of stuff to chew on and like,","然後你可以帶回洞穴，像是，啊，現在我有一大堆東西需要消化，並且，"
"00:16:21,299 --> 00:16:24,133","ideas to bounce around and more dots to play with.","有想法可以碰撞，還有更多的點子可以玩耍。"
"00:16:24,133 --> 00:16:26,399","It's hard to tell your ideas to people.","把你的想法告訴別人很難。"
"00:16:26,399 --> 00:16:31,533","Schafer: That mostly sets it up, except for my awesome story boards that I did.","Schafer: 這基本上為它設定了基礎，除了我做的那些很棒的故事板。"
"00:16:31,533 --> 00:16:33,299","That was the idea for the intro.","那是導入的想法。"
"00:16:33,299 --> 00:16:35,633","See, he's leaning, they're leaning against that wall and he's in a spaceship.","瞧，他在倚靠，他們倚靠在那面牆上，而他在一艘太空船裡。"
"00:16:35,633 --> 00:16:37,700","And she's looking at a castle.","而她在看一座城堡。"
"00:16:37,700 --> 00:16:39,899","Gilbert: And then you just choose then, one you want to start with?","Gilbert: 然後你就選擇你想從哪個開始？"
"00:16:39,899 --> 00:16:41,933","Schafer: Yeah.","Schafer: 是的。"
"00:16:41,933 --> 00:16:48,333","Schafer: The story so far, the reason I'm excited about it is that I've never done a story about this type, like this age of character.","Schafer: 到目前為止，讓我感到興奮的原因是，我從未寫過這種類型的故事，像是這種年齡段的角色。"
"00:16:48,333 --> 00:16:50,366","Like a coming of age story.","像是成長故事。"
"00:16:50,366 --> 00:16:59,366","About a boy and a girl, something about that the pairing of those like equal stories going on at the same time.","關於一個男孩和一個女孩，關於那些像是同時進行的平行故事的配對。"
"00:16:59,366 --> 00:17:10,766","And the things I guess that are interesting about that age to me are, it's an age where you're learning to take control and take some power in your life","而我認為那個年齡的有趣之處在於，這是一個你學會掌控和獲取生活中一些權力的年紀"
"00:17:10,766 --> 00:17:13,733","and also the responsibility that goes along with that.","以及與之相伴的責任。"
"00:17:13,733 --> 00:17:20,766","You know, you're learning that you have power in your life and you're learning you have the power to control your destiny.","你知道的，你在學習你在生活中擁有權力，你在學習你有能力控制自己的命運。"
"00:17:20,766 --> 00:17:28,733","You have the power to hurt people and then kind of, you know, becoming an adult or becoming a young adult is about learning that","你有能力傷害別人，然後，知道的，成為成年人或年輕成年人就是要學會那些"
"00:17:28,733 --> 00:17:31,833","you can grab the wheel of your life and steer it in a different direction.","你可以掌握你人生的方向盤，並將其引導到不同的方向。"
"00:17:31,833 --> 00:17:35,533","I think that's, but then you take the responsibility for what you've done.","我覺得那是，但然後你要對你所做的事情負責。"
"00:17:35,533 --> 00:17:41,033","And now no one's telling you, you know, that you're going to be ok if you go in this direction, because you've chosen to do it.","而且現在沒有人告訴你，你知道的，如果你朝這個方向去，你會沒事，因為你選擇這樣做。"
"00:17:41,033 --> 00:17:48,200","Gilbert: I think it's a really creative idea, but I don't think it's the kind of thing that we want to fund at this moment.","Gilbert: 我認為這是個非常有創意的想法，但我不認為這是我們此刻想要資助的類型。"
"00:17:49,799 --> 00:17:53,066","Schafer: That's great. That's so funny because that's so crazy.","Schafer: 那太好了。那太有趣了，因為那太瘋狂了。"
"00:17:54,633 --> 00:17:56,799","Schafer: No. I mean, in some ways it's too early for feedback.","Schafer: 不。我是說，在某些方面，現在對反饋來說還太早了。"
"00:17:56,799 --> 00:18:04,466","I mean, unless I'm totally am like, stealing an idea from something, because you can't say whether an idea is good or not in some ways in the beginning,","我是說，除非我完全是在偷取某個東西的想法，因為在某些方面，一開始你無法說出一個想法是否好，"
"00:18:04,466 --> 00:18:09,966","because so much is about the execution or the specifics of like how, you know.","因為很多都是關於執行或具體細節，比如如何，你知道的。"
"00:18:09,966 --> 00:18:13,799","Because it's kind of, it's kind of a vague pitch in a way.","因為從某種程度上說，這種推介有點模糊。"
"00:18:13,799 --> 00:18:22,433","It's like I want to do, I want to do this game that's about two stories, about a boy and a girl in really separate different worlds","就像我想做，我想做這款關於兩個故事的遊戲，關於一個男孩和一個女孩在完全分開不同的世界中"
"00:18:22,433 --> 00:18:25,599","who are navigating this space in between them.","他們在彼此之間的空間中導航。"
"00:18:25,599 --> 00:18:28,566","You know, like that could mean a lot of different things.","你知道的，像這種可能意味著很多不同的事情。"
"00:18:28,566 --> 00:18:30,299","That could be told many different ways.","那可以用很多不同的方式來講述。"
"00:18:30,299 --> 00:18:32,633","So it's really hard for anyone to say like, oh, that's a good idea.","所以真的很難讓任何人說，哦，這是一個好主意。"
"00:18:32,633 --> 00:18:40,333","But I mean, because I do have, you do have some idea of how you're going to do it but you can't articulate all of it.","但我的意思是，因為我確實有，你確實有一些如何去做的想法，但你無法完整表達出來。"
"00:18:47,366 --> 00:18:50,200","Schafer: I'm ready for you.","Schafer: 我準備好了。"
"00:18:50,200 --> 00:18:52,166","It's like this, like this.","像這樣，像這樣。"
"00:18:52,166 --> 00:18:55,166","No, don't use that one! Oh, god, it's going to be the one you use.","不，別用那個！哦，天啊，它將會是你用的那個。"
"00:18:55,166 --> 00:18:58,666","I was doing my Magnum face.","我在做我的 Magnum 面孔。"
"00:18:58,666 --> 00:19:00,866","Dutton: I mean, I guess people have put money down.","Dutton: 我的意思是，我猜人們已經投入了資金。"
"00:19:00,866 --> 00:19:03,700","Some people have put a lot of money down.","有些人已經投入了很多資金。"
"00:19:03,700 --> 00:19:08,000","Are you feeling real pressure to make sure it's good? Like more so than your other games?","你是否感到真正的壓力，確保它很好？ 比你其他的遊戲更有壓力嗎？"
"00:19:08,000 --> 00:19:12,833","Schafer: You know, people always ask that and I'm wondering what they thought I was going to do before.","Schafer: 你知道，人們總是問這個，我在想他們之前認為我會做什麼。"
"00:19:12,833 --> 00:19:14,333","Dutton: Take it and run.","Dutton: 拿去然後跑。"
"00:19:14,333 --> 00:19:16,533","Schafer: I can't wait to make this crappy game.","Schafer: 我等不及要做這款爛遊戲了。"
"00:19:16,533 --> 00:19:18,000","Schafer: I don't know.","Schafer: 我不知道。"
"00:19:18,000 --> 00:19:23,266","I mean, I was scared about some things that will happen on the project, which is, did we already talk about people being disappointed?","我的意思是，我對專案中將會發生的一些事情感到害怕，那就是，我們已經討論過人們會感到失望嗎？"
"00:19:23,266 --> 00:19:28,933","Well, once we talk about what the game actually is, we talk about this boy and this girl,","嗯，一旦我們談論這款遊戲實際上是什麼，我們談論這個男孩和這個女孩，"
"00:19:28,933 --> 00:19:35,066","there's going to be some people who are disappointed that it's not about an armadillo or spider or whatever they hoped it would be.","會有一些人會失望，因為它不是關於犰狳或蜘蛛，或者他們希望的其他東西。"
"00:19:35,066 --> 00:19:37,000","There's a game.","有一款遊戲。"
"00:19:37,000 --> 00:19:41,200","But it just collapsed from infinite possibility into this one particular game.","但它只是不停地從無限可能性坍縮成這一款特定的遊戲。"
"00:19:41,200 --> 00:19:44,933","The Internet: See, the Internet has just given you a lot of money.","互聯網: 你看，互聯網剛剛給了你很多錢。"
"00:19:44,933 --> 00:19:47,000","Over two million dollars.","超過兩百萬美元。"
"00:19:47,000 --> 00:19:56,000","Now, if it appeared that you were wasting this money to make an inferior product, that would be very disappointing.","現在，如果看起來你是在浪費這些錢來製作一個劣質產品，那將會非常令人失望。"
"00:19:56,000 --> 00:20:01,033","Schafer: I think people who think, there're a lot of people who ask me, do you feel a lot of pressure now, are you scared?","Schafer: 我認為有很多人會問我，你現在感到很大壓力嗎，你害怕嗎？"
"00:20:01,033 --> 00:20:07,033","And I think they just don't realize what I do all day, 'cause a lot of my day is like, you know, in the past year,","而我覺得他們只是不明白我整天在做什麼，因為我一天的大部分時間都是，知道的，過去一年，"
"00:20:07,033 --> 00:20:08,533","it's been like, look at the bank account.","就像，看一下銀行賬戶。"
"00:20:08,533 --> 00:20:11,333","There's no money in there. I guess I'll fire everyone today.","裡面沒有錢。我想我今天會解雇所有人。"
"00:20:11,333 --> 00:20:13,966","You know what I mean? That's, that's pressure. That's scary.","你知道我的意思嗎？那是壓力。那很可怕。"
"00:20:13,966 --> 00:20:16,766","Like I'm sweating now just thinking about that.","像是我現在只是想到那件事就開始流汗了。"
"00:20:16,766 --> 00:20:18,900","And I don't have to worry about that for a long time.","而且我不必為此擔心很長一段時間。"
"00:20:18,900 --> 00:20:20,666","And that's great.","那太好了。"
"00:20:20,666 --> 00:20:28,966","But also, sitting around thinking about what my hero should do until Act Three, like that is the most easy, pleasant part of my day.","但同時，坐在一旁思考我的英雄在第三幕之前應該做什麼，這是我一天中最輕鬆、最愉快的部分。"
"00:20:28,966 --> 00:20:35,766","You know, the time I spend locked in my office in the morning writing is like, I feel like I'm a kid again, 'cause this is like, that's the easy part of my job.","你知道的，我早上鎖在辦公室寫作的時間，就像我又變回孩子一樣，因為這就像是我工作中輕鬆的部分。"
"00:20:35,766 --> 00:20:41,166","And you know, over the past 20 years I've built a company, which puts a lot of things added onto that.","你知道的，在過去的20年裡我建立了一家公司，這給那個加上了很多東西。"
"00:20:41,166 --> 00:20:43,700","Like thinking about business. Thinking about HR.","像是思考業務。思考人力資源。"
"00:20:43,700 --> 00:20:49,900","Thinking about negotiating a deal with a publisher and thinking about payroll and then thinking about team management","思考與出版商談判交易，思考薪資，然後思考團隊管理"
"00:20:49,900 --> 00:20:52,599","and who should be the next project leader and what game should they work on.","以及誰應該是下一個項目負責人，他們應該做哪款遊戲。"
"00:20:52,599 --> 00:20:55,133","And these two people aren't getting along.","而且這兩個人相處不好。"
"00:20:55,133 --> 00:20:57,500","The building's going to turn off our power on Thursday.","大樓將在星期四關閉我們的電源。"
"00:20:57,500 --> 00:21:00,633","And there's all these things, like this is what, like the totality of the company.","還有所有這些事情，像是公司的整體。"
"00:21:00,633 --> 00:21:02,599","These are all things I think about.","這些都是我思考的事情。"
"00:21:02,599 --> 00:21:05,166","And just me sitting in my office with my notebook is like a little vacation.","而且我只是在辦公室裡坐著，拿著筆記本，就像是一個小假期。"
"00:21:05,166 --> 00:21:08,633","Like, you know what, then a spaceship could come down and yeah, it'd be great.","就像，你知道的，那麼一艘太空船可能會降落，那會很棒。"
"00:21:08,633 --> 00:21:14,666","So I'm having a blast with that stuff.","所以我在做那些事情時非常愉快。"
"00:21:14,666 --> 00:21:55,000","[music] Schafer: Maybe they're just in it for the documentary.","[音樂] Schafer: 也許他們只是為了紀錄片。"
"00:21:55,000 --> 00:21:56,533","I think a lot of people are.","我想很多人是這樣的。"
"00:21:56,533 --> 00:22:02,933","And in the process, I think people, you know, want to see the creative process and the story of us making the game.","在這個過程中，我覺得人們，知道的，想看到創作過程和我們製作遊戲的故事。"
"00:22:02,933 --> 00:22:05,466","There's a difference, obviously, telling the story.","顯然，講述故事是有區別的。"
"00:22:05,466 --> 00:22:06,426","But who knows?","但誰知道呢？"
"00:22:06,426 --> 00:22:08,420","They'll get the game, they'll start it up and they'll be like, oh, yeah!","他們會拿到遊戲，啟動它，然後會說，哦，對！"
"00:22:08,433 --> 00:22:10,933","I have to point-and-click all this stuff? Ah!","我得點擊所有這些東西？啊！"
"00:22:10,933 --> 00:22:12,766","And now I don't know what to do.","而現在我不知道該做什麼。"
"00:22:12,766 --> 00:22:15,799","I have to think about a solution to a, ugh.","我得想一個解決方案，嗯。"
"00:22:15,799 --> 00:22:17,599","But who cares? We got their money, right?","但誰在乎呢？我們拿到了他們的錢，對吧？"
"00:22:17,599 --> 00:22:19,879","Am I right, you guys?","我說得對嗎，大家？"
"00:22:25,066 --> 00:22:26,506","Just kidding.","開玩笑的。"
"00:22:26,506 --> 00:22:28,726","It's going to be awesome. You're going to love it.","它會非常棒。你們會喜歡的。"
"00:22:28,726 --> 00:22:33,760","[music]"
